Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.messages,CommandDeliveryMessages,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.microservice,CommandDeliveryMicroservice,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.microservice,CommandDeliveryTenantEngine,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,DeviceTypeMappingCommandRouter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,DeviceTypeMappingCommandRouter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OutboundCommandRouter
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,NoOpCommandRouter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,NoOpCommandRouter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OutboundCommandRouter
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,SingleChoiceCommandRouter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,SingleChoiceCommandRouter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OutboundCommandRouter
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.scripting,ScriptedCommandExecutionEncoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.scripting,ScriptedCommandRouter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.scripting,ScriptedSmsParameterExtractor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.scripting,ScriptedSmsParameterExtractor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.scripting,ScriptedStringCommandExecutionEncoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.spi,CommandEncodeException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
