Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.kieker.rabbitmq,FileWriterDaemon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.kieker.rabbitmq,LogConsumer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INPUT_PORT_NAME
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.kieker.rabbitmq,LogReaderDaemon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.kieker.rabbitmq,Reset,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient.loadbalancers,LoadBalancerUpdaterDaemon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient,RegistryClientHeartbeatDaemon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient,Service,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serviceName
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient,StartupCallbackTask,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient,TestRegistryClientStartup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient.util,AbstractCRUDEndpoint,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient.util,NotFoundException,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ERROR_CODE; serialVersionUID
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient.util,RESTClient,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_CONNECT_TIMEOUT; DEFAULT_READ_TIMEOUT; DEFAULT_REST_APPLICATION; readTimeout; connectTimeout; applicationURI; endpointURI; client; service; entityClass; parameterizedGenericType; genericListType
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient.util,TimeoutException,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; ERROR_CODE
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient.test,NotFoundServlet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient.test,SlowTimeoutingServlet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.registryclient.test,TimeoutStatusServlet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
